Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
56905-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,55.19130540930706,46,11200,MIL@ORL,MIL,ORL,GTD,Knee,,,,PF
56905-58462,C,Karl-Anthony,Karl-Anthony Towns,Towns,48.390909830729164,33,11000,CHI@MIN,MIN,CHI,,,,,,C
56905-84669,PG,Luka,Luka Doncic,Doncic,51.05957550698138,47,10200,SA@DAL,DAL,SA,,,,,,PG
56905-14513,SF,Kawhi,Kawhi Leonard,Leonard,45.53260869565217,46,9900,DET@LAC,LAC,DET,O,Rest,,,,SF
56905-110310,PF,Zion,Zion Williamson,Williamson,42.1187489827474,48,9700,NO@CLE,NO,CLE,,,,,,PF
56905-14514,C,Nikola,Nikola Vucevic,Vucevic,46.12641417305424,53,9600,CHI@MIN,CHI,MIN,,,,,,C
56905-42669,PF,Julius,Julius Randle,Randle,44.12264150943396,53,9500,TOR@NY,NY,TOR,,,,,,PF
56905-14528,SF,Jimmy,Jimmy Butler,Butler,46.097296637457774,37,9300,MIA@POR,MIA,POR,,,,,,SF
56905-59358,PF,Domantas,Domantas Sabonis,Sabonis,43.54285913584184,49,9100,IND@MEM,IND,MEM,,,,,,PF
56905-12341,SG,Paul,Paul George,George,39.55853718083079,41,9000,DET@LAC,LAC,DET,,,,,,SG
56905-60021,PF,Pascal,Pascal Siakam,Siakam,39.60000113553779,43,8900,TOR@NY,TOR,NY,,,,,,PF
56905-20848,PG,Damian,Damian Lillard,Lillard,45.78039311427696,51,8900,MIA@POR,POR,MIA,,,,,,PG
56905-80817,C,Bam,Bam Adebayo,Adebayo,42.21956468665081,46,8800,MIA@POR,MIA,POR,,,,,,C
56905-9663,PG,Jrue,Jrue Holiday,Holiday,35.42250061035156,40,8700,MIL@ORL,MIL,ORL,GTD,Knee,,,,PG
56905-63122,PF,Kristaps,Kristaps Porzingis,Porzingis,38.55454693418561,33,8500,SA@DAL,DAL,SA,,,,,,PF
56905-40783,SG,Zach,Zach LaVine,LaVine,40.97255093443628,51,8300,CHI@MIN,CHI,MIN,,,,,,SG
56905-19067,SG,CJ,CJ McCollum,McCollum,38.81481481481482,27,8100,MIA@POR,POR,MIA,,,,,,SG
56905-66048,SF,Brandon,Brandon Ingram,Ingram,38.336171251662236,47,8000,NO@CLE,NO,CLE,,,,,,SF
56905-23798,SG,Caris,Caris LeVert,LeVert,33.251851399739586,27,7900,IND@MEM,IND,MEM,,,,,,SG
56905-16261,SF,Khris,Khris Middleton,Middleton,36.61199951171875,50,7800,MIL@ORL,MIL,ORL,GTD,Knee,,,,SF
56905-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.486047079396805,43,7700,SA@DAL,SA,DAL,,,,,,SG
56905-67708,PG,Dejounte,Dejounte Murray,Murray,35.07083384195963,48,7600,SA@DAL,SA,DAL,,,,,,PG
56905-145321,SF,Anthony,Anthony Edwards,Edwards,29.441509894604952,53,7600,CHI@MIN,MIN,CHI,,,,,,SF
56905-14503,C,Jonas,Jonas Valanciunas,Valanciunas,36.037776692708334,45,7500,IND@MEM,MEM,IND,,,,,,C
56905-80806,PG,Lonzo,Lonzo Ball,Ball,31.834145150533537,41,7500,NO@CLE,NO,CLE,O,Hip,,,,PG
56905-68090,SF,OG,OG Anunoby,Anunoby,29.8,35,7500,TOR@NY,TOR,NY,,,,,,SF
56905-24247,SG,Fred,Fred VanVleet,VanVleet,39.6181807084517,44,7400,TOR@NY,TOR,NY,GTD,Hip,,,,SG
56905-84667,SG,Collin,Collin Sexton,Sexton,34.89333224826389,45,7400,NO@CLE,CLE,NO,,,,,,SG
56905-20992,PF,Larry,Larry Nance,Nance,28.879310344827587,29,7200,NO@CLE,CLE,NO,O,Illness,,,,PF
56905-23831,PF,Jerami,Jerami Grant,Grant,35.958333333333336,48,7100,DET@LAC,DET,LAC,GTD,Knee,,,,PF
56905-80821,C,Jarrett,Jarrett Allen,Allen,32.41363525390625,44,7100,NO@CLE,CLE,NO,O,Concussion,,,,C
56905-58312,SG,D'Angelo,D'Angelo Russell,Russell,32.43043584408967,23,7100,CHI@MIN,MIN,CHI,,,,,,SG
56905-68203,C,Chris,Chris Boucher,Boucher,29.82830234743514,53,7000,TOR@NY,TOR,NY,,,,,,C
56905-23716,SF,Kyle,Kyle Anderson,Anderson,29.47083282470703,48,7000,IND@MEM,MEM,IND,,,,,,SF
56905-110344,PG,Ja,Ja Morant,Morant,34.31904820033482,42,7000,IND@MEM,MEM,IND,,,,,,PG
56905-58378,C,Jakob,Jakob Poeltl,Poeltl,25.9239990234375,50,6800,SA@DAL,SA,DAL,,,,,,C
56905-16405,SG,Terrence,Terrence Ross,Ross,27.05714343843006,42,6700,MIL@ORL,ORL,MIL,,,,,,SG
56905-16293,SF,Norman,Norman Powell,Powell,27.85199951171875,50,6600,MIA@POR,POR,MIA,,,,,,SF
56905-16359,PG,Malcolm,Malcolm Brogdon,Brogdon,37.013332790798614,45,6600,IND@MEM,IND,MEM,,,,,,PG
56905-84676,C,Wendell,Wendell Carter,Carter,26.82051282051282,39,6500,MIL@ORL,ORL,MIL,,,,,,C
56905-110342,PG,Darius,Darius Garland,Garland,29.276744753815407,43,6500,NO@CLE,CLE,NO,,,,,,PG
56905-110356,SG,Nickeil,Nickeil Alexander-Walker,Alexander-Walker,19.9682929806593,41,6500,NO@CLE,NO,CLE,O,Ankle,,,,SG
56905-15684,SG,Victor,Victor Oladipo,Oladipo,35.378787878787875,33,6500,MIA@POR,MIA,POR,O,Knee,,,,SG
56905-23572,SF,Taurean,Taurean Prince,Prince,18.80857107979911,35,6400,NO@CLE,CLE,NO,,,,,,SF
56905-58253,C,Myles,Myles Turner,Turner,33.41304347826087,46,6400,IND@MEM,IND,MEM,GTD,Ankle,,,,C
56905-110336,PF,Chuma,Chuma Okeke,Okeke,18.13888888888889,36,6300,MIL@ORL,ORL,MIL,GTD,Hip,,,,PF
56905-9535,PG,Kyle,Kyle Lowry,Lowry,35.47179549779647,39,6300,TOR@NY,TOR,NY,GTD,Foot,,,,PG
56905-84695,SG,Gary,Gary Trent,Trent,23.01800048828125,50,6200,TOR@NY,TOR,NY,,,,,,SG
56905-15590,C,Mason,Mason Plumlee,Plumlee,29.94081582828444,49,6200,DET@LAC,DET,LAC,,,,,,C
56905-110357,SF,RJ,RJ Barrett,Barrett,29.96603681456368,53,6200,TOR@NY,NY,TOR,,,,,,SF
56905-9666,PF,Thaddeus,Thaddeus Young,Young,30.02766061336436,47,6200,CHI@MIN,CHI,MIN,,,,,,PF
56905-49675,PG,Derrick,Derrick White,White,26.96153846153846,26,6100,SA@DAL,SA,DAL,,,,,,PG
56905-9874,PF,Kevin,Kevin Love,Love,20.255555894639755,9,6100,NO@CLE,CLE,NO,,,,,,PF
56905-18393,PG,T.J.,T.J. McConnell,McConnell,26.633333841959637,48,6100,IND@MEM,IND,MEM,,,,,,PG
56905-14496,PG,Ricky,Ricky Rubio,Rubio,25.140816824776785,49,6000,CHI@MIN,MIN,CHI,,,,,,PG
56905-145344,PG,Malachi,Malachi Flynn,Flynn,11.428571428571429,28,6000,TOR@NY,TOR,NY,,,,,,PG
56905-20491,PF,Robert,Robert Covington,Covington,27.03199951171875,50,5900,MIA@POR,POR,MIA,,,,,,PF
56905-16201,PG,Michael,Michael Carter-Williams,Carter-Williams,22.417857578822545,28,5900,MIL@ORL,ORL,MIL,,,,,,PG
56905-12355,SG,Eric,Eric Bledsoe,Bledsoe,23.162746055453432,51,5800,NO@CLE,NO,CLE,,,,,,SG
56905-42156,PF,Bobby,Bobby Portis,Portis,24.118748982747395,48,5800,MIL@ORL,MIL,ORL,,,,,,PF
56905-84681,SG,Donte,Donte DiVincenzo,DiVincenzo,24.71199951171875,50,5800,MIL@ORL,MIL,ORL,GTD,Hip,,,,SG
56905-16376,SF,Dorian,Dorian Finney-Smith,Finney-Smith,21.17749938964844,40,5800,SA@DAL,DAL,SA,,,,,,SF
56905-66064,SF,Malik,Malik Beasley,Beasley,29.767568227407093,37,5700,CHI@MIN,MIN,CHI,O,Hamstring,,,,SF
56905-49336,SG,DeAndre',DeAndre' Bembry,Bembry,14.149999830457899,36,5700,TOR@NY,TOR,NY,,,,,,SG
56905-23097,PG,Tomas,Tomas Satoransky,Satoransky,20.2875,40,5600,CHI@MIN,CHI,MIN,,,,,,PG
56905-110312,SG,Tyler,Tyler Herro,Herro,27.841463414634145,41,5600,MIA@POR,MIA,POR,GTD,Foot,,,,SG
56905-55057,C,Jusuf,Jusuf Nurkic,Nurkic,25.877777099609375,18,5600,MIA@POR,POR,MIA,,,,,,C
56905-80825,PF,Isaiah,Isaiah Hartenstein,Hartenstein,13.838889227973091,36,5600,NO@CLE,CLE,NO,,,,,,PF
56905-84699,SG,Hamidou,Hamidou Diallo,Diallo,23.80249938964844,40,5500,DET@LAC,DET,LAC,,,,,,SG
56905-9966,PF,James,James Johnson,Johnson,18.034286063058037,35,5500,NO@CLE,NO,CLE,,,,,,PF
56905-60233,SG,Dillon,Dillon Brooks,Brooks,26.45744680851064,47,5500,IND@MEM,MEM,IND,,,,,,SG
56905-145327,PG,Cole,Cole Anthony,Anthony,23.48888934100116,27,5500,MIL@ORL,ORL,MIL,,,,,,PG
56905-23169,C,Steven,Steven Adams,Adams,24.816665649414062,48,5400,NO@CLE,NO,CLE,,,,,,C
56905-14516,C,Enes,Enes Kanter,Kanter,31.017308161808895,52,5400,MIA@POR,POR,MIA,,,,,,C
56905-84690,SG,Jalen,Jalen Brunson,Brunson,22.304256358045212,47,5400,SA@DAL,DAL,SA,,,,,,SG
56905-84711,SG,Grayson,Grayson Allen,Allen,20.200000659839528,37,5400,IND@MEM,MEM,IND,,,,,,SG
56905-110353,PF,Brandon,Brandon Clarke,Clarke,25.780953543526785,42,5400,IND@MEM,MEM,IND,,,,,,PF
56905-101329,PG,Kendrick,Kendrick Nunn,Nunn,23.44210494192023,38,5400,MIA@POR,MIA,POR,,,,,,PG
56905-14523,PG,Reggie,Reggie Jackson,Jackson,18.733333812040442,51,5300,DET@LAC,LAC,DET,,,,,,PG
56905-9957,PF,Serge,Serge Ibaka,Ibaka,24.6974362104367,39,5300,DET@LAC,LAC,DET,O,Back,,,,PF
56905-145328,SF,Saddiq,Saddiq Bey,Bey,19.137254901960784,51,5300,DET@LAC,DET,LAC,,,,,,SF
56905-15846,SG,Tim,Tim Hardaway,Hardaway,24.27,50,5300,SA@DAL,DAL,SA,,,,,,SG
56905-9621,C,Brook,Brook Lopez,Lopez,23.723529890471813,51,5200,MIL@ORL,MIL,ORL,GTD,Back,,,,C
56905-145307,PF,Isaiah,Isaiah Stewart,Stewart,18.676470588235293,51,5200,DET@LAC,DET,LAC,,,,,,PF
56905-14529,PG,Cory,Cory Joseph,Joseph,17.166666666666668,54,5100,DET@LAC,DET,LAC,,,,,,PG
56905-110315,SG,Terance,Terance Mann,Mann,14.564705642999387,51,5100,DET@LAC,LAC,DET,,,,,,SG
56905-84675,C,Mo,Mo Bamba,Bamba,15.35,30,5000,MIL@ORL,ORL,MIL,GTD,Hip,,,,C
56905-110347,SF,Keldon,Keldon Johnson,Johnson,25.54680747174202,47,5000,SA@DAL,SA,DAL,,,,,,SF
56905-23825,C,Nerlens,Nerlens Noel,Noel,21.127659574468087,47,5000,TOR@NY,NY,TOR,,,,,,C
56905-110883,PF,Dean,Dean Wade,Wade,12.181818181818182,44,5000,NO@CLE,CLE,NO,,,,,,PF
56905-17491,SF,James,James Ennis,Ennis,17.757142857142856,35,4900,MIL@ORL,ORL,MIL,,,,,,SF
56905-85137,SG,Duncan,Duncan Robinson,Robinson,21.369229830228367,52,4900,MIA@POR,MIA,POR,,,,,,SG
56905-110326,PG,Coby,Coby White,White,26.5625,48,4900,CHI@MIN,CHI,MIN,,,,,,PG
56905-15628,SF,Otto,Otto Porter,Porter,20.389286586216517,28,4900,MIL@ORL,ORL,MIL,O,Foot,,,,SF
56905-110359,C,Goga,Goga Bitadze,Bitadze,12.893750190734863,32,4900,IND@MEM,IND,MEM,,,,,,C
56905-16233,SF,Josh,Josh Richardson,Richardson,23.478048185022868,41,4900,SA@DAL,DAL,SA,,,,,,SF
56905-145541,PG,R.J.,R.J. Hampton,Hampton,9.078125,32,4800,MIL@ORL,ORL,MIL,,,,,,PG
56905-84703,SG,De'Anthony,De'Anthony Melton,Melton,21.7971435546875,35,4800,IND@MEM,MEM,IND,O,Leg,,,,SG
56905-9446,PG,Jeff,Jeff Teague,Teague,14.27179424579327,39,4800,MIL@ORL,MIL,ORL,,,,,,PG
56905-145319,PF,Jaden,Jaden McDaniels,McDaniels,16.56304400900136,46,4800,CHI@MIN,MIN,CHI,,,,,,PF
56905-80811,SF,Jonathan,Jonathan Isaac,Isaac,32.2705867991728,34,4800,MIL@ORL,ORL,MIL,O,Knee,,,,SF
56905-9673,PG,Goran,Goran Dragic,Dragic,23.606060606060606,33,4800,MIA@POR,MIA,POR,,,,,,PG
56905-14510,SG,Alec,Alec Burks,Burks,23.37317043397485,41,4700,TOR@NY,NY,TOR,,,,,,SG
56905-14512,PF,Marcus,Marcus Morris,Morris,20.302381243024552,42,4700,DET@LAC,LAC,DET,,,,,,PF
56905-9475,PG,Derrick,Derrick Rose,Rose,24.875,32,4700,TOR@NY,NY,TOR,,,,,,PG
56905-80812,PF,Lauri,Lauri Markkanen,Markkanen,25.474193942162298,31,4700,CHI@MIN,CHI,MIN,,,,,,PF
56905-70827,C,Ivica,Ivica Zubac,Zubac,21.703703703703702,54,4600,DET@LAC,LAC,DET,,,,,,C
56905-81621,PF,Maxi,Maxi Kleber,Kleber,19.340539880701012,37,4600,SA@DAL,DAL,SA,GTD,Lower leg,,,,PF
56905-16604,SF,Justin,Justin Holiday,Holiday,21.972548540900736,51,4600,IND@MEM,IND,MEM,,,,,,SF
56905-84702,SG,Lonnie,Lonnie Walker,Walker,18.792104620682565,38,4500,SA@DAL,SA,DAL,,,,,,SG
56905-84719,SG,Aaron,Aaron Holiday,Holiday,13.126530861367984,49,4500,IND@MEM,IND,MEM,,,,,,SG
56905-9538,PF,Trevor,Trevor Ariza,Ariza,16.62727217240767,11,4500,MIA@POR,MIA,POR,,,,,,PF
56905-63826,C,Boban,Boban Marjanovic,Marjanovic,11.030434649923574,23,4500,SA@DAL,DAL,SA,,,,,,C
56905-9577,PF,Rudy,Rudy Gay,Gay,22.37674446993096,43,4500,SA@DAL,SA,DAL,,,,,,PF
56905-145308,SF,Patrick,Patrick Williams,Williams,20.45800048828125,50,4500,CHI@MIN,CHI,MIN,,,,,,SF
56905-80809,SG,Josh,Josh Jackson,Jackson,23.5,48,4500,DET@LAC,DET,LAC,,,,,,SG
56905-15947,SG,Reggie,Reggie Bullock,Bullock,17.66521686056386,46,4400,TOR@NY,NY,TOR,,,,,,SG
56905-12368,PF,Nemanja,Nemanja Bjelica,Bjelica,13.859375,32,4400,MIA@POR,MIA,POR,,,,,,PF
56905-9809,SF,Nicolas,Nicolas Batum,Batum,21.52549115349265,51,4400,DET@LAC,LAC,DET,,,,,,SF
56905-15993,SG,Pat,Pat Connaughton,Connaughton,17.218367596061864,49,4400,MIL@ORL,MIL,ORL,,,,,,SG
56905-63127,C,Willy,Willy Hernangomez,Hernangomez,17.619999186197916,30,4400,NO@CLE,NO,CLE,,,,,,C
56905-110340,PF,Jaxson,Jaxson Hayes,Hayes,13.4875,40,4400,NO@CLE,NO,CLE,,,,,,PF
56905-9508,SF,Carmelo,Carmelo Anthony,Anthony,22.96078431372549,51,4400,MIA@POR,POR,MIA,,,,,,SF
56905-145316,PG,Kira,Kira Lewis,Lewis,13.79117629107307,34,4400,NO@CLE,NO,CLE,,,,,,PG
56905-12362,C,DeMarcus,DeMarcus Cousins,Cousins,24.348149052372687,27,4300,DET@LAC,LAC,DET,,,,,,C
56905-81529,PF,Daniel,Daniel Theis,Theis,21.4499994913737,48,4300,CHI@MIN,CHI,MIN,,,,,,PF
