Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
57294-9642,PG,Russell,Russell Westbrook,Westbrook,51.227081298828125,48,11400,DET@WAS,WAS,DET,,,,,,PG
57294-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,54.697873379321805,47,11000,MEM@MIL,MIL,MEM,,,,,,PF
57294-9524,PG,Stephen,Stephen Curry,Curry,47.12857242506377,49,10600,GS@BOS,GS,BOS,,,,,,PG
57294-80808,PF,Jayson,Jayson Tatum,Tatum,43.02157054227941,51,9400,GS@BOS,BOS,GS,,,,,,PF
57294-40783,SG,Zach,Zach LaVine,LaVine,41.329630533854164,54,9100,CLE@CHI,CHI,CLE,O,Covid-19,,,,SG
57294-14514,C,Nikola,Nikola Vucevic,Vucevic,46.21403423108553,57,9000,CLE@CHI,CHI,CLE,,,,,,C
57294-58460,SG,Devin,Devin Booker,Booker,37.54705930223652,51,8700,SA@PHO,PHO,SA,,,,,,SG
57294-14503,C,Jonas,Jonas Valanciunas,Valanciunas,37.04081632653061,49,8400,MEM@MIL,MEM,MIL,,,,,,C
57294-15595,SG,Bradley,Bradley Beal,Beal,44.85319356715426,47,8300,DET@WAS,WAS,DET,,,,,,SG
57294-9663,PG,Jrue,Jrue Holiday,Holiday,35.383720930232556,43,8200,MEM@MIL,MIL,MEM,,,,,,PG
57294-67026,SF,Jaylen,Jaylen Brown,Brown,39.116980210790096,53,8200,GS@BOS,BOS,GS,GTD,Illness,,,,SF
57294-9623,PG,Chris,Chris Paul,Paul,37.50727095170455,55,7900,SA@PHO,PHO,SA,,,,,,PG
57294-9714,SG,DeMar,DeMar DeRozan,DeRozan,38.7957452002992,47,7900,SA@PHO,SA,PHO,,,,,,SG
57294-16261,SF,Khris,Khris Middleton,Middleton,36.850942935583724,53,7800,MEM@MIL,MIL,MEM,,,,,,SF
57294-84667,SG,Collin,Collin Sexton,Sexton,34.891304347826086,46,7500,CLE@CHI,CLE,CHI,,,,,,SG
57294-67708,PG,Dejounte,Dejounte Murray,Murray,35.39807598407452,52,7400,SA@PHO,SA,PHO,,,,,,PG
57294-84673,C,Deandre,Deandre Ayton,Ayton,33.56000088778409,55,7400,SA@PHO,PHO,SA,,,,,,C
57294-15860,PF,Draymond,Draymond Green,Green,31.7375005086263,48,7400,GS@BOS,GS,BOS,,,,,,PF
57294-20992,PF,Larry,Larry Nance,Nance,28.093549174647176,31,7200,CLE@CHI,CLE,CHI,,,,,,PF
57294-23831,PF,Jerami,Jerami Grant,Grant,35.930611746651785,49,7100,DET@WAS,DET,WAS,,,,,,PF
57294-23670,SG,Marcus,Marcus Smart,Smart,29.71891825907939,37,7000,GS@BOS,BOS,GS,,,,,,SG
57294-80821,C,Jarrett,Jarrett Allen,Allen,32.45869512143342,46,7000,CLE@CHI,CLE,CHI,,,,,,C
