slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,WIN,1737,6,11,3,5,1,1,1,8,6,2,1,0,0,20.7
pokusal01,Aleksej Pokusevski,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,2007,9,14,7,11,0,0,0,9,4,0,0,3,2,20.5
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1806,7,14,4,6,6,6,1,1,6,0,1,1,4,20.3
paulch01,Chris Paul,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2577,12,24,3,7,2,2,0,4,9,1,0,5,1,20.1
mcdanja01,Jalen McDaniels,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,1911,9,14,3,6,0,0,3,3,3,2,0,0,5,19.9
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,1790,4,11,1,3,8,9,0,5,7,3,0,0,1,19.5
edwaran01,Anthony Edwards,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,2032,11,21,2,5,3,5,3,2,3,1,0,2,1,19.3
bledser01,Eric Bledsoe,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1712,9,17,2,6,6,6,1,4,1,0,0,1,1,18.9
porzikr01,Kristaps Porziņģis,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,2176,10,19,2,4,1,1,3,9,1,0,1,1,0,18.9
rosste01,Terrence Ross,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1820,9,16,1,4,5,6,1,5,3,1,0,2,1,18.9
bambamo01,Mohamed Bamba,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1487,7,12,3,4,2,2,4,4,1,1,2,2,0,18.5
holidaa01,Aaron Holiday,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1333,6,8,4,4,6,6,0,1,3,0,1,2,4,18.3
aytonde01,Deandre Ayton,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2480,9,16,0,1,0,0,7,5,1,2,3,2,4,18.0
aldrila01,LaMarcus Aldridge,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1361,8,12,2,2,4,4,0,3,2,0,2,2,2,17.7
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,2178,9,20,4,8,2,2,3,3,3,2,0,2,3,17.5
bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,1180,6,11,6,11,4,4,0,1,1,1,0,1,1,17.3
woodch01,Christian Wood,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2210,8,17,5,8,1,2,1,9,1,1,0,0,2,17.2
smartma01,Marcus Smart,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,2165,4,11,3,6,6,6,1,3,9,1,1,2,4,16.9
holidju01,Justin Holiday,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1717,8,13,5,8,0,0,0,4,3,0,0,0,4,16.8
cartemi01,Michael Carter-Williams,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1237,4,6,2,3,3,6,2,2,5,4,1,2,2,16.6
zelleco01,Cody Zeller,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,1686,6,11,0,0,3,3,4,10,2,1,0,1,1,16.5
maledth01,Théo Maledon,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,2184,9,18,3,10,4,4,0,5,5,0,2,6,0,16.4
murrade01,Dejounte Murray,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1723,8,18,2,4,0,0,0,5,6,2,0,0,1,15.9
randlju01,Julius Randle,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,2208,9,23,2,6,2,2,0,9,6,3,1,3,3,15.9
duranke01,Kevin Durant,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1136,5,5,2,2,5,5,1,6,5,0,1,6,1,15.8
bookede01,Devin Booker,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2625,13,31,0,6,9,10,0,4,3,1,0,6,2,15.6
portemi01,Michael Porter,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1863,7,14,1,3,3,3,3,7,1,1,1,1,3,15.4
grahade01,Devonte' Graham,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,1619,6,14,3,7,0,0,0,4,5,3,0,0,0,15.3
lopezro01,Robin Lopez,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,1734,9,11,0,1,1,2,0,2,2,0,0,1,1,15.1
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,WIN,1878,8,13,2,3,1,2,2,5,7,0,0,5,1,15.1
chiozch01,Chris Chiozza,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1074,4,5,2,3,2,2,0,2,8,1,0,1,4,14.7
reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,915,5,7,1,2,5,6,2,3,0,0,0,0,1,14.6
harrijo01,Joe Harris,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1340,6,9,2,4,0,0,1,5,4,0,0,0,2,14.3
hardati02,Tim Hardaway,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1846,5,11,3,9,5,5,0,6,1,0,1,1,1,14.1
bitadgo01,Goga Bitadze,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1524,6,11,2,4,0,0,2,1,5,1,1,0,4,14.0
tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,2498,10,21,3,9,2,2,0,10,5,1,0,8,0,13.8
brownbr01,Bruce Brown,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1503,4,8,1,2,0,0,4,4,2,5,2,2,3,13.6
avdijde01,Deni Avdija,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,1771,6,10,4,7,0,0,0,5,2,0,0,0,2,13.5
okongon01,Onyeka Okongwu,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,1939,6,12,0,0,1,2,6,5,1,0,2,0,3,13.2
johnsca02,Cameron Johnson,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2214,3,6,3,5,2,2,1,7,2,1,1,0,2,13.1
olynyke01,Kelly Olynyk,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2035,4,9,1,4,1,1,2,16,3,2,2,2,5,13.0
brunsja01,Jalen Brunson,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,1827,5,7,1,2,3,5,1,2,3,0,0,0,2,12.9
leverca01,Caris LeVert,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,2032,8,16,0,3,2,3,0,5,4,1,0,1,3,12.7
cartewe01,Wendell Carter,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1393,6,9,1,1,2,3,2,2,1,1,0,1,2,12.6
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,2188,6,8,2,4,2,2,0,4,1,2,0,3,3,12.5
sampsja02,JaKarr Sampson,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1232,6,10,0,1,4,5,3,2,0,0,1,0,5,12.4
willizi01,Zion Williamson,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1356,4,12,0,0,8,14,2,2,6,2,0,2,2,12.2
bartowi01,Will Barton,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1831,3,13,2,7,6,6,1,3,5,2,0,1,1,11.8
jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,WIN,1002,2,4,2,2,4,4,0,1,4,1,0,0,1,11.7
balllo01,Lonzo Ball,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1694,6,11,1,6,2,2,0,0,3,1,0,1,1,11.4
washipj01,P.J. Washington,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,1886,3,13,2,9,4,4,2,5,2,2,3,1,1,11.1
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,WIN,1732,6,9,3,5,2,2,0,1,1,0,0,2,3,10.9
russeda01,D'Angelo Russell,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,1427,5,15,2,7,5,5,1,0,5,0,0,1,2,10.9
greenje02,Jeff Green,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1294,4,6,2,4,1,3,0,4,4,1,0,1,2,10.8
youngtr01,Trae Young,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,2013,6,17,0,4,2,2,0,5,11,0,0,2,3,10.5
mykhasv01,Sviatoslav Mykhailiuk,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,1863,4,8,4,8,0,0,0,3,5,0,0,2,0,10.4
hamptrj01,R.J. Hampton,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1650,5,10,3,5,1,2,0,6,1,0,0,0,2,10.3
huertke01,Kevin Huerter,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,1838,5,13,1,4,2,2,0,5,4,0,1,0,2,10.1
doncilu01,Luka Dončić,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,2247,9,26,1,9,4,5,2,7,5,1,1,5,5,9.7
hoardja01,Jaylen Hoard,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,1460,4,6,0,1,5,5,0,1,1,0,0,1,2,9.6
bogdabo02,Bojan Bogdanović,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,2396,8,17,1,8,3,5,0,1,0,0,0,1,1,9.4
hillso01,Solomon Hill,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,1720,4,9,1,5,1,1,1,5,1,2,0,0,2,9.4
bradlto01,Tony Bradley,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,1236,6,9,0,0,0,0,2,5,0,1,0,2,2,9.2
smithis01,Ish Smith,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,819,3,5,0,1,0,0,0,1,7,0,1,0,1,9.2
anthoco01,Cole Anthony,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1539,5,14,2,4,1,2,1,0,7,0,0,1,1,9.0
doziepj01,PJ Dozier,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1680,2,6,1,2,3,6,2,5,1,2,0,0,0,9.0
hayesja02,Jaxson Hayes,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1455,5,7,1,1,0,0,3,3,0,0,0,1,3,8.9
griffbl01,Blake Griffin,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,788,4,6,2,4,0,0,0,2,2,0,1,1,1,8.7
whitede01,Derrick White,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1745,7,15,1,7,3,3,0,4,2,0,2,4,4,8.7
johnske04,Keldon Johnson,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1581,3,5,0,1,2,4,1,3,2,2,0,1,1,8.5
roziete01,Terry Rozier,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,2385,7,19,3,10,0,0,0,2,5,1,0,2,3,8.4
thomptr01,Tristan Thompson,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,1328,2,5,0,0,3,5,3,5,0,1,3,1,2,8.4
finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,2155,3,8,3,6,0,0,1,6,1,2,1,1,3,8.3
wanambr01,Brad Wanamaker,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,1377,4,11,2,6,2,2,1,1,6,1,0,3,2,8.3
greenja01,JaMychal Green,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1142,4,7,1,2,0,0,1,4,0,1,0,0,1,8.2
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1813,5,13,0,0,4,6,1,3,4,2,0,4,1,8.1
hachiru01,Rui Hachimura,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,1827,3,9,0,3,3,4,2,5,2,3,0,2,2,8.0
snellto01,Tony Snell,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,1123,3,3,2,2,1,1,0,2,1,0,0,1,1,8.0
millspa02,Patty Mills,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1503,4,8,2,6,2,2,0,0,1,0,0,0,2,7.9
craigto01,Torrey Craig,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,704,2,3,2,3,1,2,0,5,1,0,1,0,1,7.8
saricda01,Dario Šarić,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,680,2,3,0,0,2,4,4,4,1,0,0,0,2,7.8
rosede01,Derrick Rose,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,1593,4,10,1,1,2,2,0,0,3,0,0,0,0,7.7
hernawi01,Willy Hernangómez,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1035,2,3,0,0,2,2,1,6,0,0,2,1,0,7.6
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,1661,2,4,0,0,0,0,4,1,5,2,0,2,3,7.4
culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,1098,3,5,1,1,1,2,2,1,2,0,1,1,2,7.3
laymaja01,Jake Layman,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,989,4,6,0,1,1,1,0,2,1,0,0,0,1,7.3
gordoaa01,Aaron Gordon,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1443,4,8,0,2,1,1,0,2,3,2,1,2,3,7.2
marshna01,Naji Marshall,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1375,0,2,0,0,5,6,0,1,3,3,0,1,1,7.2
adamsst01,Steven Adams,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1206,4,6,0,0,0,2,4,1,1,0,0,1,1,7.0
mcdanja02,Jaden McDaniels,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,2232,3,5,1,3,1,2,2,5,2,2,0,3,4,7.0
mcderdo01,Doug McDermott,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,985,5,8,0,2,2,2,0,2,0,0,0,2,0,7.0
konchjo01,John Konchar,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,WIN,1078,2,3,2,3,1,2,1,3,1,1,1,2,1,6.9
porteke02,Kevin Porter,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,1861,5,9,2,5,2,2,1,3,3,0,1,6,3,6.9
williro04,Robert Williams,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,1490,3,7,0,0,0,0,5,5,0,0,2,1,2,6.9
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,2063,2,12,1,3,1,4,2,7,9,3,0,2,3,6.8
knighna01,Nathan Knight,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,1152,4,8,0,1,1,2,0,4,1,1,0,0,2,6.7
weathqu01,Quinndary Weatherspoon,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,325,3,4,0,0,1,2,2,0,0,0,0,0,0,6.4
tillmxa01,Xavier Tillman,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,WIN,1047,2,2,0,0,0,0,1,5,2,0,1,1,1,6.3
favorde01,Derrick Favors,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,980,2,4,0,0,0,0,2,6,2,1,2,2,2,6.2
johnsal02,Alize Johnson,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1189,3,6,0,0,0,0,1,5,2,1,0,1,1,6.2
martike03,Kelan Martin,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,801,2,3,0,1,1,1,1,5,1,1,0,1,1,6.2
noelne01,Nerlens Noel,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,1632,2,4,0,0,3,4,1,5,0,0,2,1,3,6.0
thomais02,Isaiah Thomas,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1140,4,12,1,6,2,2,0,0,3,1,0,1,1,5.9
lambje01,Jeremy Lamb,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1210,2,5,1,2,2,2,0,4,0,1,3,2,2,5.8
mcgeeja01,JaVale McGee,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,826,3,6,0,0,1,2,3,5,0,0,1,1,3,5.7
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2180,3,7,0,3,2,2,1,2,2,0,0,1,2,5.2
crowdja01,Jae Crowder,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2262,2,9,2,9,0,0,2,10,2,0,0,0,3,5.1
langfro01,Romeo Langford,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,1478,2,5,2,3,0,0,4,2,0,0,0,1,2,4.9
burksal01,Alec Burks,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,1388,2,9,2,7,2,2,0,8,3,0,0,1,3,4.8
johnsja01,James Johnson,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,1595,2,12,1,4,2,2,4,2,6,0,0,1,3,4.8
ojelese01,Semi Ojeleye,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,783,2,4,2,4,0,0,0,0,1,0,0,0,0,4.7
quickim01,Immanuel Quickley,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,782,2,4,1,2,0,0,1,0,2,0,0,0,1,4.7
willilo02,Lou Williams,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,1384,6,12,1,3,0,0,0,0,0,0,0,2,1,4.6
morrimo01,Monte Morris,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1133,3,7,1,2,0,0,0,1,4,1,1,3,2,4.3
tilliki02,Killian Tillie,MEMPHIS GRIZZLIES,AWAY,ATLANTA HAWKS,WIN,869,1,3,0,2,2,2,1,3,0,1,0,0,2,4.1
eubandr01,Drew Eubanks,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,641,1,2,0,0,1,2,1,3,0,0,1,0,0,3.9
martike04,Kenyon Martin,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,976,1,1,0,0,0,0,2,3,0,0,1,0,2,3.9
clarkjo01,Jordan Clarkson,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1491,4,12,3,9,0,0,0,1,0,1,1,2,1,3.8
poweldw01,Dwight Powell,DALLAS MAVERICKS,AWAY,HOUSTON ROCKETS,LOSS,538,1,2,0,1,1,2,2,0,1,0,0,0,0,3.7
goodwbr01,Brandon Goodwin,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,565,1,5,1,1,0,0,1,2,4,0,0,0,1,3.6
netora01,Raul Neto,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,744,1,4,1,3,2,2,0,1,1,1,0,1,0,3.6
payneca01,Cameron Payne,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,603,2,6,1,1,0,0,1,2,0,1,0,0,1,3.5
sumneed01,Edmond Sumner,INDIANA PACERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1341,3,6,1,1,0,0,0,1,1,0,1,1,3,3.5
brownst02,Sterling Brown,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,1259,3,10,3,7,0,3,0,1,2,0,0,0,1,3.3
mathega01,Garrison Mathews,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,887,1,1,1,1,0,0,0,0,0,1,0,0,1,3.3
brownmo01,Moses Brown,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,1624,2,8,0,0,1,3,7,3,0,0,1,2,2,3.1
samanlu01,Luka Šamanić,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,260,1,2,0,0,0,0,1,1,1,0,1,0,1,3.0
perryre01,Reggie Perry,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,453,3,6,0,1,0,0,1,0,0,0,0,0,2,2.9
paytoel01,Elfrid Payton,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,1287,3,8,2,2,0,0,1,1,4,0,0,3,4,2.8
bullore01,Reggie Bullock,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,1554,2,8,2,7,0,0,0,3,1,1,0,1,1,2.4
okekech01,Chuma Okeke,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1898,3,8,0,4,0,0,0,3,1,1,0,1,2,2.4
inglejo01,Joe Ingles,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1622,2,4,1,2,0,1,0,1,2,0,0,2,0,2.3
martica02,Caleb Martin,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,402,1,3,0,1,0,0,1,2,2,0,1,1,1,2.3
mclaujo01,Jordan McLaughlin,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,1211,1,4,0,0,0,0,0,0,3,1,0,0,1,2.3
bacondw01,Dwayne Bacon,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1102,3,9,0,1,0,0,0,2,1,0,0,0,0,2.2
bradlav01,Avery Bradley,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,714,1,3,1,2,0,0,0,2,1,0,0,0,1,2.2
vassede01,Devin Vassell,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,953,1,3,1,1,0,0,0,1,0,1,0,0,1,2.2
gibsota01,Taj Gibson,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,1186,0,1,0,0,1,2,1,3,1,2,1,2,2,2.1
campafa01,Facundo Campazzo,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,1662,2,7,2,5,0,0,1,4,2,0,0,2,3,2.0
fernabr01,Bruno Fernando,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,244,0,0,0,0,2,2,0,0,0,0,0,0,0,2.0
conlemi01,Mike Conley,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,2113,5,16,1,7,0,0,0,1,4,1,0,2,5,1.9
gabriwe01,Wenyen Gabriel,NEW ORLEANS PELICANS,AWAY,BROOKLYN NETS,LOSS,441,1,4,0,2,1,2,2,1,0,1,0,1,0,1.9
martico01,Cody Martin,CHARLOTTE HORNETS,AWAY,OKLAHOMA CITY THUNDER,WIN,946,1,4,0,1,1,2,0,0,1,0,1,0,0,1.6
mayssk01,Skylar Mays,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,LOSS,244,1,2,0,0,1,1,0,0,0,0,0,0,1,1.6
robinju01,Justin Robinson,OKLAHOMA CITY THUNDER,HOME,CHARLOTTE HORNETS,LOSS,766,1,4,1,3,0,0,0,1,1,0,0,0,0,1.6
pritcpa01,Payton Pritchard,BOSTON CELTICS,HOME,NEW YORK KNICKS,WIN,987,1,4,0,3,0,0,0,2,3,0,0,1,0,1.3
cannade01,Devin Cannady,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,104,0,2,0,2,2,2,0,0,0,1,0,0,1,1.2
toppiob01,Obi Toppin,NEW YORK KNICKS,AWAY,BOSTON CELTICS,LOSS,637,1,3,0,2,0,0,0,1,0,1,0,0,1,1.2
ennisja01,James Ennis,ORLANDO MAGIC,HOME,WASHINGTON WIZARDS,LOSS,1087,2,5,0,3,0,0,0,3,1,1,0,2,2,1.1
hernaju01,Juan Hernangómez,MINNESOTA TIMBERWOLVES,AWAY,INDIANA PACERS,LOSS,628,0,0,0,0,1,2,0,2,1,0,0,1,0,0.9
onealro01,Royce O'Neale,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1914,1,3,0,2,0,0,0,4,1,0,1,0,5,0.9
howarma02,Markus Howard,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,227,1,2,0,1,0,0,0,0,0,0,0,0,1,0.6
nnajize01,Zeke Nnaji,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,WIN,227,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6
dienggo01,Gorgui Dieng,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,LOSS,578,1,4,0,2,1,2,0,2,0,1,0,1,1,0.4
niangge01,Georges Niang,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,727,1,5,1,4,0,0,1,2,0,0,0,0,2,0.4
