iter	RMSE
283	0.0521689875
284	0.05215252981
285	0.05213852697
286	0.05213798929
287	0.05212169397
288	0.05211668268
289	0.05210546911
290	0.05209119557
291	0.0520657952
292	0.05205635833
293	0.05203129073
294	0.05202473842
295	0.05200430328
296	0.05198096797
297	0.0519757993
298	0.05196267988
299	0.05195422642
300	0.05193195321
301	0.05191637512
302	0.05191120262
303	0.05190954826
304	0.05189930035
305	0.05186395866
306	0.05184443014
307	0.05183386447
308	0.05182147727
309	0.05179334085
310	0.05178104598
311	0.0517587286
312	0.05174465719
313	0.05173685811
314	0.051716365
315	0.0517019249
316	0.05168826706
317	0.05166651329
318	0.05165394716
319	0.05163972635
320	0.05162649601
321	0.05160092878
322	0.05159437594
323	0.05158900297
324	0.05157860673
325	0.0515628895
326	0.05153556142
327	0.0515112883
328	0.05149427428
329	0.05148364457
330	0.05145926191
331	0.05143022337
332	0.05142306905
333	0.05140872648
334	0.05139579438
335	0.05137265594
336	0.05135927416
337	0.0513519442
338	0.05132604309
339	0.05129760731
340	0.05128399292
341	0.05126928629
342	0.05126007382
343	0.05124100059
344	0.05122335768
345	0.05121355093
346	0.05120751619
347	0.05119070722
348	0.051185204
349	0.05117909363
350	0.05117227484
351	0.05116131771
352	0.05113797267
353	0.0511273573
354	0.05111839806
355	0.05110149723
356	0.05107766458
357	0.05105865122
358	0.05104603429
359	0.05103684196
360	0.05102591275
361	0.05101971626
362	0.05100135301
363	0.05098971446
364	0.05098191082
365	0.0509716755
366	0.05095310487
367	0.05094113335
368	0.05092394474
369	0.05092249787
370	0.05090777578
371	0.05089521989
372	0.0508738223
373	0.05085584478
374	0.05083907615
375	0.05082421793
376	0.05081278818
377	0.05080252922
378	0.05079398667
379	0.05077936883
380	0.05077033813
381	0.05075485502
382	0.05074727903
383	0.05072767126
384	0.05072112639
385	0.05070967313
386	0.05070462731
387	0.05069623245
388	0.05068696938
389	0.0506756884
390	0.05065699232
391	0.05064095957
392	0.05062867393
393	0.05061098267
394	0.05059511368
395	0.05058300752
396	0.05057193168
397	0.05055546869
398	0.05054566181
399	0.05053649492
400	0.0505249744
401	0.05051719075
402	0.05050969175
403	0.0504991428
404	0.05047921894
405	0.05046536163
406	0.05045533884
407	0.0504437481
408	0.05042647893
409	0.05041439564
410	0.05040730135
411	0.05038726359
412	0.05037587805
413	0.05036300257
414	0.05035666997
415	0.05034441554
416	0.05033462571
417	0.0503118141
418	0.0502885063
419	0.05027991072
420	0.05024883296
421	0.05022952829
422	0.0502240524
423	0.05021310622
424	0.05019497362
425	0.05017592644
426	0.05016857715
427	0.0501544754
428	0.05014271309
429	0.05013307228
430	0.05011784062
431	0.05010353586
432	0.0500746626
433	0.0500528692
434	0.0500414566
435	0.0500213683
436	0.05001174705
437	0.0499999831
438	0.04998510925
439	0.04997633619
440	0.0499684419
441	0.04995909864
442	0.04994195985
443	0.04993083306
444	0.04992377976
445	0.04991821546
446	0.04990289829
447	0.04989742362
448	0.04988268592
449	0.04986218687
450	0.04985656147
451	0.04984330032
452	0.0498318632
453	0.04982481731
454	0.04981160538
455	0.04980442293
456	0.04979791425
457	0.04979129425
458	0.04977421726
459	0.04976717559
460	0.04975325091
461	0.04974318985
462	0.04972925721
463	0.049715179
464	0.04970705169
465	0.04968777159
466	0.04967567869
467	0.0496671342
468	0.04965710896
469	0.0496454228
470	0.04963165944
471	0.0496137621
472	0.04960450271
473	0.04958565204
474	0.04957605174
475	0.04954665216
476	0.04953180726
477	0.04952269391
478	0.04951296517
479	0.04950260566
480	0.04949686616
481	0.04947994187
482	0.04947371301
483	0.04946722253
484	0.04945989145
485	0.04944218216
486	0.04943673526
487	0.04943103241
488	0.04941580175
489	0.04939900974
490	0.04938792505
491	0.04937246534
492	0.04935848678
493	0.04934070199
494	0.04933010988
495	0.0493057125
496	0.04928196458
497	0.04927108701
498	0.04925621473
499	0.04925021291
500	0.04923902587
501	0.04922060164
502	0.04920764965
503	0.04919784304
504	0.04918249018
505	0.04917832213
506	0.049159148
507	0.04914564107
508	0.04913386757
509	0.04912760033
510	0.04910509806
511	0.0490912852
512	0.0490843882
513	0.04907552335
514	0.04906170657
515	0.04905309459
516	0.04904473606
517	0.04904129331
518	0.04903585905
519	0.04902058424
520	0.04901070505
521	0.04899730874
522	0.04899261433
523	0.04898011086
524	0.04896900516
525	0.048945823
526	0.04893716314
527	0.04892667554
528	0.0489160345
529	0.04890851744
530	0.04890080362
531	0.04888027574
532	0.04886545826
533	0.04885421488
534	0.04883744813
535	0.04882745501
536	0.04881914472
537	0.04880727044
538	0.04879758838
539	0.04878651143
540	0.04876845274
541	0.04876389078
542	0.04876022052
543	0.04874940508
544	0.04873783373
545	0.04873280288
546	0.04872330002
547	0.04871423245
548	0.04870266936
549	0.04868878428
550	0.04866885376
551	0.04866260185
552	0.04865309501
553	0.04863931795
554	0.04863154646
555	0.04861305211
556	0.04859953494
557	0.04858704558
558	0.04857689162
559	0.04856965168
560	0.04855974968
561	0.04854831943
562	0.04854363376
563	0.04853923386
564	0.04852501003
565	0.04851095264
566	0.04849422307
567	0.04848143641
568	0.04846126812
569	0.04845200087
570	0.04843900567
571	0.04842477154
572	0.04841099791
573	0.04840392139
574	0.04839165354
575	0.04838548875
576	0.04837221591
577	0.04836052422
578	0.04834382869
579	0.04833285953
580	0.04832462802
581	0.04830598218
582	0.04829516731
583	0.04828219494
584	0.04827425719
585	0.04826323292
586	0.04825378424
587	0.04824207853
588	0.0482232026
589	0.04821201065
590	0.04820030391
591	0.0481922532
592	0.04818255411
593	0.04816483729
594	0.04815070485
595	0.0481448601
596	0.04812343319
597	0.0481120333
598	0.0481044047
599	0.04808999983
600	0.04808236374
601	0.04807274091
602	0.04806266156
603	0.04805157116
604	0.0480389996
605	0.04803464119
606	0.04802174379
607	0.04801238992
608	0.04800131615
609	0.04799122123
610	0.0479798402
611	0.04796956599
612	0.04796220188
613	0.04794835576
614	0.04793889942
615	0.04793075266
616	0.04792054089
617	0.04791502764
618	0.04790175423
619	0.04789269353
620	0.04788177466
621	0.04787807201
622	0.04786535159
623	0.04785592211
624	0.04784647716
625	0.04784142032
626	0.04783367822
627	0.04782632907
628	0.0478148345
629	0.04780684554
630	0.04779134835
631	0.04777528544
632	0.04776700312
633	0.04775330143
634	0.04773657041
635	0.04772848772
636	0.04772047203
637	0.04771004168
638	0.04769724805
639	0.04768757713
640	0.04767705508
641	0.04766909226
642	0.04766201431
643	0.04765255109
644	0.04764432007
645	0.04764065192
646	0.04763194226
647	0.04761847742
648	0.04759922299
649	0.0475886005
650	0.047572964
651	0.04756250879
652	0.04755517254
653	0.04753745242
654	0.0475287486
655	0.04752127176
656	0.04751498254
657	0.04749984317
658	0.0474926359
659	0.04748219561
660	0.0474691958
661	0.0474640435
662	0.04745286468
663	0.0474455352
664	0.04742925431
665	0.04741838107
666	0.04740487054
667	0.04739551454
668	0.04738467761
669	0.04737287944
670	0.04736562686
671	0.04735510149
672	0.04735031116
673	0.04733824391
674	0.04733236054
675	0.04732271263
676	0.04730538278
677	0.04728869636
678	0.04728571317
679	0.04728140887
680	0.04727171759
681	0.04726295321
682	0.04725179355
683	0.04724571928
684	0.04723797625
685	0.04722337239
686	0.04721630077
687	0.04720829845
688	0.04719661738
689	0.04718223009
690	0.0471739372
691	0.04715952923
692	0.0471527059
693	0.04714782506
694	0.04713696373
695	0.04713667064
696	0.04712408269
697	0.0471164326
698	0.04710899867
699	0.04710402723
700	0.04709592109
701	0.04709028847
702	0.04708423563
703	0.04707877233
704	0.0470698991
705	0.04705880345
706	0.04705014999
707	0.04704084374
708	0.04702724614
709	0.0470230807
710	0.0470220043
711	0.04701400476
712	0.04701120992
713	0.04700238636
714	0.0469855859
715	0.04697369339
716	0.04696768125
717	0.04696668016
718	0.04695782513
719	0.0469483847
720	0.0469482085
721	0.0469347768
722	0.04692054557
723	0.04691189768
724	0.04689366917
725	0.04688524954
726	0.04687772176
727	0.04686251427
728	0.04684539879
729	0.04683865545
730	0.04683352077
731	0.04682415675
732	0.04681732014
733	0.0468102187
734	0.04679120895
735	0.04677937242
736	0.04676375589
737	0.04675749001
738	0.04675220036
739	0.046741415
740	0.04672883131
741	0.04671745387
742	0.04670625937
743	0.04669941851
744	0.04669408299
745	0.04668176289
746	0.04667131933
747	0.04666332916
748	0.04666301589
749	0.04665531147
750	0.04664763899
751	0.04664124377
752	0.04662658993
753	0.04661595962
754	0.046601127
755	0.04658936066
756	0.04656720596
757	0.04655904777
758	0.04654898881
759	0.04653501303
760	0.04652803496
761	0.04651618541
762	0.04651367972
763	0.0465061419
764	0.0464996707
765	0.04649177419
766	0.04648287031
767	0.04646614524
768	0.04645214546
769	0.04644455603
770	0.04643362726
771	0.0464242563
772	0.04640954534
773	0.04639212915
774	0.0463741631
775	0.04637084384
776	0.04635938561
777	0.04635458061
778	0.04634434462
779	0.04633594845
780	0.04632486217
781	0.04631057455
782	0.04629702587
783	0.04628924615
784	0.04628002123
785	0.04626536734
786	0.04625882404
787	0.04625386343
788	0.04624558894
789	0.04623666232
790	0.0462256944
791	0.04620563805
792	0.04619035797
793	0.04618373671
794	0.04617542684
795	0.04617188058
796	0.04616124508
797	0.04614822406
798	0.04614089244
799	0.0461398029
800	0.04613050011
801	0.04611637213
802	0.04611314535
803	0.04609359657
804	0.04608895738
805	0.04608519854
806	0.04607608246
807	0.04606843469
808	0.04606319157
809	0.04604808869
810	0.04604107196
811	0.04603049925
812	0.0460264639
813	0.04601977131
814	0.04601471077
815	0.0460069947
816	0.04599531354
817	0.04599086132
818	0.04598346635
819	0.04597932477
820	0.04597273764
821	0.04596369689
822	0.04595732696
823	0.04594656512
824	0.04593842808
825	0.04592237872
826	0.04591048459
827	0.04590353546
828	0.04589524343
829	0.04588778505
830	0.04587778378
831	0.04587195703
832	0.04586555772
833	0.04586187973
834	0.04584733943
835	0.04584330507
836	0.04583613826
837	0.04583077579
838	0.04582168087
839	0.04580756508
840	0.04580362779
841	0.04579257817
842	0.04577068194
843	0.04576258022
844	0.04575320976
845	0.04574582244
846	0.04574091329
847	0.04573011962
848	0.04572215993
849	0.04571499094
850	0.04570710414
851	0.04569877127
852	0.04568448085
853	0.04567439162
854	0.04566822493
855	0.04566187592
856	0.04565372858
857	0.04565232765
858	0.04564776168
859	0.04564075808
860	0.04562987399
861	0.04562953258
862	0.04561025383
863	0.04560166718
864	0.04560116271
865	0.04559777041
866	0.04559742217
867	0.0455925933
868	0.04559244891
869	0.04557695343
870	0.04557119841
871	0.04556141068
872	0.04554886672
873	0.04554260987
874	0.04553772445
875	0.045520785
876	0.04551165686
877	0.04550441995
878	0.04549552363
879	0.04548384567
880	0.04547507523
881	0.0454652004
882	0.04546187121
883	0.04545196852
884	0.04544458507
885	0.04543866541
886	0.04542877613
887	0.04542163454
888	0.0454158503
889	0.0454065102
890	0.04540053849
891	0.04539291113
892	0.04538775228
893	0.04538343077
894	0.0453761737
895	0.04536880123
896	0.04534842932
897	0.04533877084
898	0.04533142578
899	0.04531891997
900	0.04530686226
901	0.04529986313
902	0.04529038107
903	0.04527628312
904	0.04526296546
905	0.04525531351
906	0.04525249331
907	0.04524285888
908	0.04523370019
909	0.04522663023
910	0.04521891757
911	0.04520677096
912	0.04520239382
913	0.04518853095
914	0.04518317833
915	0.04517071168
916	0.04516384033
917	0.04514863098
918	0.0451396367
919	0.04513342514
920	0.0451300257
921	0.04511749709
922	0.04510872728
923	0.04510460471
924	0.04509929113
925	0.04509035536
926	0.04508482294
927	0.04507824433
928	0.0450710208
929	0.04506300144
930	0.04505126371
931	0.04503333927
932	0.0450182446
933	0.04500990308
934	0.04500349493
935	0.04499606481
936	0.04498378694
937	0.04498045116
938	0.04497062028
939	0.04496038475
940	0.0449538926
941	0.04494710114
942	0.04494305016
943	0.04493496894
944	0.04492952089
945	0.0449196046
946	0.04491088903
947	0.04489376602
948	0.04487860343
949	0.04487847802
950	0.04486388868
951	0.04485829752
952	0.04485015531
953	0.04484348969
954	0.04483669536
955	0.04482737623
956	0.04481825834
957	0.04481156068
958	0.04480610202
959	0.0447930017
960	0.04478964742
961	0.04477068829
962	0.0447590968
963	0.04474732181
964	0.04473625454
965	0.0447274211
966	0.04472069186
967	0.04471498006
968	0.04470900208
969	0.04469500408
970	0.04468645065
971	0.04467874891
972	0.04466667289
973	0.04466157178
974	0.04465318181
975	0.04464392604
976	0.04463496072
977	0.04462869474
978	0.04462409682
979	0.04461902236
980	0.04461027733
981	0.04460236146
982	0.0445953248
983	0.04458591634
984	0.0445782361
985	0.04456696962
986	0.04455628951
987	0.04455088658
988	0.0445436121
989	0.04453821865
990	0.04453435171
991	0.04452364776
992	0.04451730251
993	0.04451262042
994	0.04450523581
995	0.0444978347
996	0.04449062769
997	0.04448388278
998	0.04446655561
999	0.04445776511
